[+]	#1
[SX3;$([H1]),$([H0][#6])](=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Sulfinic_amide
[SX3;$([H1]),$([H0][#6])](=[OX1])[OX2][#6;!$(C=[O,N,S])]	#Sulfinic_ester
[SX3;$([H1]),$([H0][#6])](=[OX1])[FX1,ClX1,BrX1,IX1]	#Sulfinic_halide
[SX3;$([H1]),$([H0][#6])](=[!#6])[!#6]	#Sulfinic_derivative
[SX2;$([H1]),$([H0][#6])][$([OX2H]),$([OX1-])]	#Sulfenic_acid
[SX2;$([H1]),$([H0][#6])][#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Sulfenic_amide
[SX2;$([H1]),$([H0][#6])][OX2][#6;!$(C=[O,N,S])]	#Sulfenic_ester
[SX2;$([H1]),$([H0][#6])][FX1,ClX1,BrX1,IX1]	#Sulfenic_halide
[SX2;$([H1]),$([H0][#6])][!#6]	#Sulfenic_derivative
[PX3;$([H3]),$([H2][#6]),$([H1]([#6])[#6]),$([H0]([#6])([#6])[#6])]	#Phosphine
[PX4;$([H3]=[OX1]),$([H2](=[OX1])[#6]),$([H1](=[OX1])([#6])[#6]),$([H0](=[OX1])([#6])([#6])[#6])]	#Phosphine_oxide
[P+;!$([P]~[!#6]);!$([P]*~[#7,#8,#15,#16])]	#Phosphonium
[PX4;$([H3]=[CX3]),$([H2](=[CX3])[#6]),$([H1](=[CX3])([#6])[#6]),$([H0](=[CX3])([#6])([#6])[#6])]	#Phosphorylen
[PX4;$([H1]),$([H0][#6])](=[OX1])([$([OX2H]),$([OX1-])])[$([OX2H]),$([OX1-])]	#Phosphonic_acid
[PX4;$([H1]),$([H0][#6])](=[OX1])([$([OX2H]),$([OX1-])])[OX2][#6;!$(C=[O,N,S])]	#Phosphonic_monoester
[PX4;$([H1]),$([H0][#6])](=[OX1])([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])]	#Phosphonic_diester
[PX4;$([H1]),$([H0][#6])](=[OX1])([$([OX2H]),$([OX1-])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphonic_monoamide
[PX4;$([H1]),$([H0][#6])](=[OX1])([#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphonic_diamide
[PX4;$([H1]),$([H0][#6])](=[OX1])([OX2][#6;!$(C=[O,N,S])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphonic_esteramide
[PX4;$([H1]),$([H0][#6])](=[!#6])([!#6])[!#6]	#Phosphonic_acid_derivative
[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([$([OX2H]),$([OX1-])])[$([OX2H]),$([OX1-])]	#Phosphoric_acid
[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([$([OX2H]),$([OX1-])])[OX2][#6;!$(C=[O,N,S])]	#Phosphoric_monoester
[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])]	#Phosphoric_diester
[PX4D4](=[OX1])([OX2][#6;!$(C=[O,N,S])])([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])]	#Phosphoric_triester
[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([$([OX2H]),$([OX1-])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphoric_monoamide
[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphoric_diamide
[PX4D4](=[OX1])([#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])])([#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphoric_triamide
[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([OX2][#6;!$(C=[O,N,S])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphoric_monoestermonoamide
[PX4D4](=[OX1])([OX2][#6;!$(C=[O,N,S])])([OX2][#6;!$(C=[O,N,S])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphoric_diestermonoamide
[PX4D4](=[OX1])([OX2][#6;!$(C=[O,N,S])])([#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphoric_monoesterdiamide
[PX4D4](=[!#6])([!#6])([!#6])[!#6]	#Phosphoric_acid_derivative
[PX4;$([H2]),$([H1][#6]),$([H0]([#6])[#6])](=[OX1])[$([OX2H]),$([OX1-])]	#Phosphinic_acid
[PX4;$([H2]),$([H1][#6]),$([H0]([#6])[#6])](=[OX1])[OX2][#6;!$(C=[O,N,S])]	#Phosphinic_ester
[PX4;$([H2]),$([H1][#6]),$([H0]([#6])[#6])](=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphinic_amide
[PX4;$([H2]),$([H1][#6]),$([H0]([#6])[#6])](=[!#6])[!#6]	#Phosphinic_acid_derivative
[PX3;$([H1]),$([H0][#6])]([$([OX2H]),$([OX1-])])[$([OX2H]),$([OX1-])]	#Phosphonous_acid
[PX3;$([H1]),$([H0][#6])]([$([OX2H]),$([OX1-])])[OX2][#6;!$(C=[O,N,S])]	#Phosphonous_monoester
[PX3;$([H1]),$([H0][#6])]([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])]	#Phosphonous_diester
[PX3;$([H1]),$([H0][#6])]([$([OX2H]),$([OX1-])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphonous_monoamide
[PX3;$([H1]),$([H0][#6])]([#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphonous_diamide
[PX3;$([H1]),$([H0][#6])]([OX2][#6;!$(C=[O,N,S])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphonous_esteramide
[PX3;$([D2]),$([D3][#6])]([!#6])[!#6]	#Phosphonous_derivatives
[PX3;$([H2]),$([H1][#6]),$([H0]([#6])[#6])][$([OX2H]),$([OX1-])]	#Phosphinous_acid
[PX3;$([H2]),$([H1][#6]),$([H0]([#6])[#6])][OX2][#6;!$(C=[O,N,S])]	#Phosphinous_ester
[PX3;$([H2]),$([H1][#6]),$([H0]([#6])[#6])][#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]	#Phosphinous_amide
[PX3;$([H2]),$([H1][#6]),$([H0]([#6])[#6])][!#6]	#Phosphinous_derivatives
[SiX4]([#6])([#6])([#6])[#6]	#Quart_silane
[SiX4;$([H1]([#6])([#6])[#6]),$([H2]([#6])[#6]),$([H3][#6]),$([H4])]	#Non-quart_silane
[SiX4]([FX1,ClX1,BrX1,IX1])([#6])([#6])[#6]	#Silylmonohalide
[SiX4]([!#6])([#6])([#6])[#6]	#Het_trialkylsilane
[SiX4]([!#6])([!#6])([#6])[#6]	#Dihet_dialkylsilane
[SiX4]([!#6])([!#6])([!#6])[#6]	#Trihet_alkylsilane
[SiX4]([!#6])([!#6])([!#6])[!#6]	#Silicic_acid_derivative
[BX3]([#6])([#6])[#6] 	#Trialkylborane
[BX3]([!#6])([!#6])[!#6]	#Boric_acid_derivatives
[BX3]([!#6])([!#6])[!#6]	#Boronic_acid_derivative
[BH1,BH2,BH3,BH4]	#Borohydride
[BX4]	#Quaternary_boron
a	#Aromatic
[!#6;!R0]	#Heterocyclic
[OX2r3]1[#6r3][#6r3]1	#Epoxide
[NX3H1r3]1[#6r3][#6r3]1	#NH_aziridine
[D4R;$(*(@*)(@*)(@*)@*)]	#Spiro
[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])]@[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])]	#Annelated_rings
[R;$(*(@*)(@*)@*);!$([D4R;$(*(@*)(@*)(@*)@*)]);!$([R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])]@[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])])]	#Bridged_rings
[OX2;$([r5]1@C@C@C(O)@C1),$([r6]1@C@C@C(O)@C(O)@C1)]	#Sugar_pattern_1
[OX2;$([r5]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C1),$([r6]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C@C1)]	#Sugar_pattern_2
[OX2;$([r5]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C(O)@C1),$([r6]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C(O)@C(O)@C1)]	#Sugar_pattern_combi
[OX2;$([r5]1@C(!@[OX2H1])@C@C@C1),$([r6]1@C(!@[OX2H1])@C@C@C@C1)]	#Sugar_pattern_2_reducing
[OX2;$([r5]1@[C@@](!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C1),$([r6]1@[C@@](!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C@C1)]	#Sugar_pattern_2_alpha
[OX2;$([r5]1@[C@](!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C1),$([r6]1@[C@](!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C@C1)]	#Sugar_pattern_2_beta
*=*[*]=,#,:[*]	#Conjugated_double_bond
*#*[*]=,#,:[*]	#Conjugated_tripple_bond
*/[D2]=[D2]\*	#Cis_double_bond
*/[D2]=[D2]/*	#Trans_double_bond
[$(*=O),$([#16,#14,#5]),$([#7]([#6]=[OX1]))][#8X2][$(*=O),$([#16,#14,#5]),$([#7]([#6]=[OX1]))]	#Mixed_anhydrides
[FX1,ClX1,BrX1,IX1][!#6]	#Halogen_on_hetero
[F,Cl,Br,I;!$([X1]);!$([X0-])]	#Halogen_multi_subst
[FX1][CX4;!$([H0][Cl,Br,I]);!$([F][C]([F])([F])[F])]([FX1])([FX1])	#Trifluoromethyl
[#6]~[#7,#8,#16]	#C_ONS_bond
[!+0]	#Charged
[-1,-2,-3,-4,-5,-6,-7]	#Anion
[+1,+2,+3,+4,+5,+6,+7]	#Kation
([-1,-2,-3,-4,-5,-6,-7]).([+1,+2,+3,+4,+5,+6,+7])	#Salt
[$([#7X2,OX1,SX1]=*[!H0;!$([a;!n])]),$([#7X3,OX2,SX2;!H0]*=*),$([#7X3,OX2,SX2;!H0]*:n)]	#1,3-Tautomerizable
[$([#7X2,OX1,SX1]=,:**=,:*[!H0;!$([a;!n])]),$([#7X3,OX2,SX2;!H0]*=**=*),$([#7X3,OX2,SX2;!H0]*=,:**:n)]	#1,5-Tautomerizable
[!$(*#*)&!D1]-!@[!$(*#*)&!D1]	#Rotatable_bond
[CX3]=[CX3][$([CX3]=[O,N,S]),$(C#[N]),$([S,P]=[OX1]),$([NX3]=O),$([NX3+](=O)[O-])]	#Michael_acceptor
[CX3](=[OX1])[NX2]=[NX2][CX3](=[OX1])	#Dicarbodiazene
[$([CX4;!$([H0]);!$(C[!#6;!$([P,S]=O);!$(N(~O)~O)])][$([CX3]=[O,N,S]),$(C#[N]),$([S,P]=[OX1]),$([NX3]=O),$([NX3+](=O)[O-]);!$(*[S,O,N;H1,H2]);!$([*+0][S,O;X1-])]),$([CX4;!$([H0])]1[CX3]=[CX3][CX3]=[CX3]1)]	#CH-acidic
[CX4;!$([H0]);!$(C[!#6;!$([P,S]=O);!$(N(~O)~O)])]([$([CX3]=[O,N,S]),$(C#[N]),$([S,P]=[OX1]),$([NX3]=O),$([NX3+](=O)[O-]);!$(*[S,O,N;H1,H2]);!$([*+0][S,O;X1-])])[$([CX3]=[O,N,S]),$(C#[N]),$([S,P]=[OX1]),$([NX3]=O),$([NX3+](=O)[O-]);!$(*[S,O,N;H1,H2]);!$([*+0][S,O;X1-])]	#CH-acidic_strong
[$([*@](~*)(~*)(*)*),$([*@H](*)(*)*),$([*@](~*)(*)*),$([*@H](~*)~*)]	#Chiral_center_specified
[!0]	# ISOTOPE
[#104,#105,#106,#107,#108,#109,#110,#111,#112]	# 103 < ATOMIC_NUM < 256
[Ge,As,as,Se,se,Sn,Sb,Te,Tl,Pb,Bi]	# Group IVa,Va,VIa Periods 4-6 (Ge...)  *NOTE* spec wrong
[Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr]	# actinide
[Sc,Ti,Y,Zr,Hf]	# Group IIIB,IVB (Sc...)  *NOTE* spec wrong
[La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu]	# Lanthanide
[V,Cr,Mn,Nb,Mo,Tc,Ta,W,Re]	# Group VB,VIB,VIIB (V...) *NOTE* spec wrong
[!#6;!#1]1~*~*~*~1	# QAAA@1
[Fe,Co,Ni,Ru,Rh,Pd,Os,Ir,Pt]	# Group VIII (Fe...)
[Be,Mg,Ca,Sr,Ba,Ra]	# Group IIa (Alkaline earth)
[R]1@*@*@*@1	# 4M Ring
[Cu,Zn,Ag,Cd,Au,Hg]	# Group IB,IIB (Cu..)
[#8]~[#7](~[#6])~[#6]	# ON(C)C
[#16]-[#16]	# S-S
[#8]~[#6](~[#8])~[#8]	# OC(O)O
[R!#6!#1]1~*~*~1	# QAA@1
[#6]#[#6]	# CTC
[#5,Al,Ga,In,Tl]	# Group IIIA (B...) *NOTE* spec wrong
[R]1@*@*@*@*@*@*@1	# 7M Ring
[Si]	# Si
[#6]=[#6](~[!#6;!#1])~[!#6;!#1]	# C=C(Q)Q
[R]1@*@*@1	# 3M Ring
[#7]~[#6](~[#8])~[#8]	# NC(O)O
[#7]-[#8]	# N-O
[#7]~[#6](~[#7])~[#7]	# NC(N)N
[#6]=;@[#6](@*)@*	# C$=C($A)$A
[I]	# I
[!#6;!#1]~[CH2]~[!#6;!#1]	# QCH2Q
[#15]	# P
[#6]~[!#6;!#1](~[#6])(~[#6])~*	# CQ(C)(C)A
[!#6;!#1]~[F,Cl,Br,I]	# QX
[#6]~[#16]~[#7]	# CSN
[#7]~[#16]	# NS
[CH2]=*	# CH2=A
[Li,Na,K,Rb,Cs,Fr]	# Group IA (Alkali Metal)
[#16R]	# S Heterocycle
[#7]~[#6](~[#8])~[#7]	# NC(O)N
[#7]~[#6](~[#6])~[#7]	# NC(C)N
[#8]~[#16](~[#8])~[#8]	# OS(O)O
[#16]-[#8]	# S-O
[#6]#[#7]	# CTN
F	# F
[!C;!c;!#1;!H0]~*~[!C;!c;!#1;!H0]	# QHAQH
[!#1;!#6;!#7;!#8;!#9;!#14;!#15;!#16;!#17;!#35;!#53]	# OTHER
[#6]=[#6]~[#7]	# C=CN
Br	# BR
[#16]~*~[#7]	# SAN
[#8]~[!#6;!#1](~[#8])(~[#8])	# OQ(O)O
[!+0]	# CHARGE
[#6]=[#6](~[#6])~[#6]	# C=C(C)C
[#6]~[#16]~[#8]	# CSO
[#7]~[#7]	# NN
[!#6;!#1;!H0]~*~*~*~[!#6;!#1;!H0]	# QHAAAQH
[!#6;!#1;!H0]~*~*~[!#6;!#1;!H0]	# QHAAQH
[#8]~[#16]~[#8]	# OSO
[#8]~[#7](~[#8])~[#6]	# ON(O)C
[#8R]	# O Heterocycle
[!#6;!#1]~[#16]~[!#6;!#1]	# QSQ
[#16]!:*:*	# Snot%A%A
[#16]=[#8]	# S=O
[#16](~*)(~*)~*	# AS(A)A
[R]!@[R]	# A$!A$A
[#7]=[#8]	# N=O
[#16]!@*@*	# A$A!S
n:c	# C%N
[#6]~[#6](~[#6])(~[#6])~*	# CC(C)(C)A
[!#6;!#1]~[#16]	# QS
[!#6;!#1;!H0]~[!#6;!#1;!H0]	# QHQH (&...) FIX: incomplete definition
[!#6;!#1]~[!#6;!#1;!H0]	# QQH
[!#6;!#1]~[#7]~[!#6;!#1]	# QNQ
[#7]~[#8]	# NO
[#8]~*~*~[#8]	# OAAO
[#16]=*	# S=A
[CH3]~*~[CH3]	# CH3ACH3
[#7](!@*)@*	# A!N$A
[#6]=[#6](~*)~*	# C=C(A)A
[#7]~*~[#7]	# NAN
[#6]=[#7]	# C=N
[#7]~*~*~[#7]	# NAAN
[#7]~*~*~*~[#7]	# NAAAN
[#16]~*(~*)~*	# SA(A)A
[CH2](~*)~[!#6;!#1;!H0]	# ACH2QH
[!#6;!#1]1~*~*~*~*~1	# QAAAA@1
[NH2]	# NH2
[#6]~[#7](~[#6])~[#6]	# CN(C)C
[C;H2,H3][!#6;!#1][C;H2,H3]	# CH2QCH2
[F,Cl,Br,I]!@*@*	# X!A$A
[#16]	# S
[#8]~*~*~*~[#8]	# OAAAO
[#6H2](~*~*~[!#6!#1!H0])~*	# QHAACH2A
[#6H2](~*~*~*~[!#6!#1!H0])~*	# QHAAACH2A
[#8]~[#6](~[#7])~[#6]	# OC(N)C
[!#6;!#1]~[CH3]	# QCH3
[!#6;!#1]~[#7]	# QN
[#7]~*~*~[#8]	# NAAO
[R]1@*@*@*@*@1	# 5M ring
[#8]~*~*~*~[#7]	# NAAAO
[R!#6!#1]1@*@*@*@*@*@1	# QAAAAA@1
[#6]=[#6]	# C=C
[#7]~[CH2]~*	# ACH2N
[R]1@*@*@*@*@*@*@*@1	# 8M Ring
[!#6;!#1]~[#8]	# QO
Cl	# CL
[!#6;!#1;!H0]~*~[CH2]~*	# QHACH2A
[R!x2](@*)(@*)@*	# A$A($A)$A
[!#6;!#1]~*(~[!#6;!#1])~[!#6;!#1]	# QA(Q)Q
[F,Cl,Br,I]~*(~*)~*	# XA(A)A
[CH3]~*~*~*~[CH2]~*	# CH3AAACH2A
[#8]~[CH2]~*	# ACH2O
[#8]~[#6]~[#7]	# NCO
[#7]~*~[CH2]~*	# NACH2A
*(~*)(~*)(~*)~*	# AA(A)(A)A
[#8]!:*:*	# Onot%A%A
[CH3]~[CH2]~*	# CH3CH2A
[CH3]~*~[CH2]~*	# CH3ACH2A
[#6H3]~*~*~[#6H2]~*	# CH3AACH2A
[#7]~*~[#8]	# NAO
[#6H2]([#6H2]*)*	# at least 2 times. ACH2CH2A > 1
[#7]=*	# N=A
[!#6;R]	# at least 2 times. Heterocyclic atom > 1 (&...) FIX: incomplete definition
[#7;R]	# N Heterocycle
[#7](~*)(~*)~*	# AN(A)A
[#8]~[#6]~[#8]	# OCO
[!#6;!#1]~[!#6;!#1]	# QQ
[!*]	# OTHER
[#8](!@*)!@*	# A!O!A
[#8]!@[R]@*	# at least 2 times. A$A!O > 1 (&...) FIX: incomplete definition
[#6H2](~*~*~*~[#6H2]~*)~*	# ACH2AAACH2A
[#6H2](~*~*~[#6H2]~*)~*	# ACH2AACH2A
[!#6;!#1]~[!#6;!#1]	# at least 2 times. QQ > 1 (&...)  FIX: incomplete definition
[!#6;!#1;!H0]	# at least 2 times. QH > 1
[#8]~*~[CH2]~*	# OACH2A
[#7]!@*@*	# A$A!N
[F,Cl,Br,I]	# X (HALOGEN)
[#7]!:*:*	# Nnot%A%A
[#8]=*	# at least 2 times. O=A>1
[!C;!c;R]	# Heterocycle
[!#6;!#1]~[CH2]~*	# at least 2 times. QCH2A>1 (&...) FIX: incomplete definition
[O;!H0]	# OH
[#8]	# at least 4 times. O > 3 (&...) FIX: incomplete definition
[CH3]	# at least 3 times. CH3 > 2  (&...) FIX: incomplete definition
[#7]	# at least 2 times. N > 1
[#8]!@[R]@*	# A$A!O
a(!:*):a!:*	# Anot%A%Anot%A
[R]1@*@*@*@*@*@1	# at least 2 times. 6M ring > 1
[#8]	# at least 3 times. O > 2
[#6H2](~[#6H2]~*)~*	# ACH2CH2A
[!#6;!#1](~*)(~*)~*	# AQ(A)A
[C;H3,H4]	# at least 2 times. CH3 > 1
[R](!@*)@[R]!@*	# A!A$A!A
[#7;!H0]	# NH
[#8]~[#6](~[#6])~[#6]	# OC(C)C
[!#6;!#1]~[CH2]~*	# QCH2A
[#6]=[#8]	# C=O
[CH2](!@*)!@*	# A!CH2!A
[#7]~*(~*)~*	# NA(A)A
[#6]-[#8]	# C-O
[#6]-[#7]	# C-N
[#8]	# at least 2 times. O>1
[C;H3,H4]	# CH3
[#7]	# N
a	# Aromatic
[R]1@*@*@*@*@*@1	# 6M Ring
[#8]	# O
[R]	# Ring
(*).(*)	# Fragments
	# >= 4 H
	# >= 8 H
	# >= 16 H
	# >= 32 H
	# >= 1 Li
	# >= 2 Li
	# >= 1 B
	# >= 2 B
	# >= 4 B
	# >= 2 C
	# >= 4 C
	# >= 8 C
	# >= 16 C
	# >= 32 C
	# >= 1 N
	# >= 2 N
	# >= 4 N
	# >= 8 N
	# >= 1 O
	# >= 2 O
	# >= 4 O
	# >= 8 O
	# >= 16 O
	# >= 1 F
	# >= 2 F
	# >= 4 F
	# >= 1 Na
	# >= 2 Na
	# >= 1 Si
	# >= 2 Si
	# >= 1 P
	# >= 2 P
	# >= 4 P
	# >= 1 S
	# >= 2 S
	# >= 4 S
	# >= 8 S
	# >= 1 Cl
	# >= 2 Cl
	# >= 4 Cl
	# >= 8 Cl
	# >= 1 K
	# >= 2 K
	# >= 1 Br
	# >= 2 Br
	# >= 4 Br
	# >= 1 I
	# >= 2 I
	# >= 4 I
	# >= 1 Be
	# >= 1 Mg
	# >= 1 Al
	# >= 1 Ca
	# >= 1 Sc
	# >= 1 Ti
	# >= 1 V
	# >= 1 Cr
	# >= 1 Mn
	# >= 1 Fe
	# >= 1 Co
	# >= 1 Ni
	# >= 1 Cu
	# >= 1 Zn
	# >= 1 Ga
	# >= 1 Ge
	# >= 1 As
	# >= 1 Se
	# >= 1 Kr
	# >= 1 Rb
	# >= 1 Sr
	# >= 1 Y
	# >= 1 Zr
	# >= 1 Nb
	# >= 1 Mo
	# >= 1 Ru
	# >= 1 Rh
	# >= 1 Pd
	# >= 1 Ag
	# >= 1 Cd
	# >= 1 In
	# >= 1 Sn
	# >= 1 Sb
	# >= 1 Te
	# >= 1 Xe
	# >= 1 Cs
	# >= 1 Ba
	# >= 1 Lu
	# >= 1 Hf
	# >= 1 Ta
	# >= 1 W
	# >= 1 Re
	# >= 1 Os
	# >= 1 Ir
	# >= 1 Pt
	# >= 1 Au
	# >= 1 Hg
	# >= 1 Tl
	# >= 1 Pb
	# >= 1 Bi
	# >= 1 La
	# >= 1 Ce
	# >= 1 Pr
	# >= 1 Nd
	# >= 1 Pm
	# >= 1 Sm
	# >= 1 Eu
	# >= 1 Gd
	# >= 1 Tb
	# >= 1 Dy
	# >= 1 Ho
	# >= 1 Er
	# >= 1 Tm
	# >= 1 Yb
	# >= 1 Tc
	# >= 1 U
	# >= 1 any ring size 3
	# >= 1 saturated or aromatic carbon-only ring size 3
	# >= 1 saturated or aromatic nitrogen-containing ring size 3
	# >= 1 saturated or aromatic heteroatom-containing ring size 3
	# >= 1 unsaturated non-aromatic carbon-only ring size 3
	# >= 1 unsaturated non-aromatic nitrogen-containing ring size 3
	# >= 1 unsaturated non-aromatic heteroatom-containing ring size 3
	# >= 2 any ring size 3
	# >= 2 saturated or aromatic carbon-only ring size 3
	# >= 2 saturated or aromatic nitrogen-containing ring size 3
	# >= 2 saturated or aromatic heteroatom-containing ring size 3
	# >= 2 unsaturated non-aromatic carbon-only ring size 3
	# >= 2 unsaturated non-aromatic nitrogen-containing ring size 3
	# >= 2 unsaturated non-aromatic heteroatom-containing ring size 3
	# >= 1 any ring size 4
	# >= 1 saturated or aromatic carbon-only ring size 4
	# >= 1 saturated or aromatic nitrogen-containing ring size 4
	# >= 1 saturated or aromatic heteroatom-containing ring size 4
	# >= 1 unsaturated non-aromatic carbon-only ring size 4
	# >= 1 unsaturated non-aromatic nitrogen-containing ring size 4
	# >= 1 unsaturated non-aromatic heteroatom-containing ring size 4
	# >= 2 any ring size 4
	# >= 2 saturated or aromatic carbon-only ring size 4
	# >= 2 saturated or aromatic nitrogen-containing ring size 4
	# >= 2 saturated or aromatic heteroatom-containing ring size 4
	# >= 2 unsaturated non-aromatic carbon-only ring size 4
	# >= 2 unsaturated non-aromatic nitrogen-containing ring size 4
	# >= 2 unsaturated non-aromatic heteroatom-containing ring size 4
	# >= 1 any ring size 5
	# >= 1 saturated or aromatic carbon-only ring size 5
	# >= 1 saturated or aromatic nitrogen-containing ring size 5
	# >= 1 saturated or aromatic heteroatom-containing ring size 5
	# >= 1 unsaturated non-aromatic carbon-only ring size 5
	# >= 1 unsaturated non-aromatic nitrogen-containing ring size 5
	# >= 1 unsaturated non-aromatic heteroatom-containing ring size 5
	# >= 2 any ring size 5
	# >= 2 saturated or aromatic carbon-only ring size 5
	# >= 2 saturated or aromatic nitrogen-containing ring size 5
	# >= 2 saturated or aromatic heteroatom-containing ring size 5
	# >= 2 unsaturated non-aromatic carbon-only ring size 5
	# >= 2 unsaturated non-aromatic nitrogen-containing ring size 5
	# >= 2 unsaturated non-aromatic heteroatom-containing ring size 5
	# >= 3 any ring size 5
	# >= 3 saturated or aromatic carbon-only ring size 5
	# >= 3 saturated or aromatic nitrogen-containing ring size 5
	# >= 3 saturated or aromatic heteroatom-containing ring size 5
	# >= 3 unsaturated non-aromatic carbon-only ring size 5
	# >= 3 unsaturated non-aromatic nitrogen-containing ring size 5
	# >= 3 unsaturated non-aromatic heteroatom-containing ring size 5
	# >= 4 any ring size 5
	# >= 4 saturated or aromatic carbon-only ring size 5
	# >= 4 saturated or aromatic nitrogen-containing ring size 5
	# >= 4 saturated or aromatic heteroatom-containing ring size 5
	# >= 4 unsaturated non-aromatic carbon-only ring size 5
	# >= 4 unsaturated non-aromatic nitrogen-containing ring size 5
	# >= 4 unsaturated non-aromatic heteroatom-containing ring size 5
	# >= 5 any ring size 5
